date,AdrActCnt,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2015-09-30,2,4781,192578360.8138159422264917559,0.00003,5.77735082441448E-8,0.00003,5.77735082441448E-8,0.00003,5.77735082441448E-8,,,,,,1,,0.000008134598480420787,0.00192578360813816,,,99999999999.99997,1,1,99999999960,192578360.7367846556744736,99999999960,192578360.7367846556744736,99999999960,192578360.7367846556744736,99999999959.99997,192578360.7367845979009653559,,,
2015-10-01,5,14546,215329958.0167809544506237796,0.0000538461538461538,1.158805936689858237506999321E-7,0.00003,6.45620450441493E-8,0.0007,0.000001506447717696817,57219936.0478975,20.8733329497177,123141.2029515900224315647032,57219936.0478975,123141.2029515900224315647032,1.00000004,,0.00000903358036236117,0.00215206816813831,,,100057219936.0471375,13,2,100057215896.048,215329949.3224274113306463989,50028607948.0239,107664974.6612134904585063856,50028607948.0239,107664974.6612134904585063856,100057215896.0477575,215329949.3224268894541156253,,,
2015-10-02,15,16093,209017460.1898156618793841168,0.00006,1.253387573570898E-7,0.0001,2.08897928928483E-7,0.00186,0.0000038855014780697838,,,,,,4653817689.37276913,,0.000008779547632963183,0.00208897928928483,,,100057219936.0452175,31,4,21.50003,0.0449131173890025235449,5.3750075,0.011228279347250630886225,5.75,0.0120116309133877725,21.50003,0.0449131173890025235449,,,
2015-10-03,0,13168,205811097.8763710228613021873,,,,,,,,,,,,,,0.000008580000000000026,0.00205693400244302,,,100057219936.0452175,0,0,0,0,,,,,0,0,,,
2015-10-04,0,17156,203466225.9032911114276971673,,,,,,,,,,,,,,0.000008489999999999995,0.00203349869238165,,,100057219936.0452175,0,0,0,0,,,,,0,0,,,
2015-10-05,0,17204,203786224.2509615764269023619,,,,,,,,,,,,,,0.000008452384570426656,0.00203669684587697,,,100057219936.0452175,0,0,0,0,,,,,0,0,,,
2015-10-06,0,17139,211784971.3126447208910725479,,,,,,,,,,,,,,0.000008571451782583291,0.00211663857388816,,,100057219936.0452175,0,0,0,0,,,,,0,0,,,
2015-10-07,0,17215,204684775.8671632642850014955,,,,,,,,,,,,,,0.000008393056107539468,0.00204567722347267,,,100057219936.0452175,0,0,0,0,,,,,0,0,,,
2015-10-08,0,17199,203289028.488079854967682845,,,,,,,,,,,,,,0.000008360000000000015,0.00203172773157218,,,100057219936.0452175,0,0,0,0,,,,,0,0,,,
2015-10-09,1,16442,213490379.3082143328064122742,0.0001,2.13368290109074E-7,0.0001,2.13368290109074E-7,0.0004,8.53473160436296E-7,,,,,,,,0.000008728544126241975,0.00213368290109074,,,100057219936.0448175,4,0,0,0,,,,,0,0,,,
2015-10-10,0,15839,212028957.2263724091077074624,,,,,,,,,,,,,,0.000008615677966101692,0.00211907703773799,,,100057219936.0448175,0,0,0,0,,,,,0,0,,,
2015-10-11,0,17213,213110509.7104021908439387547,,,,,,,,,,,,,,0.000008569999999999967,0.002129886377481,,,100057219936.0448175,0,0,0,0,,,,,0,0,,,
2015-10-12,0,17224,204363945.6017263930614263848,,,,,,,,,,,,,,0.000008299567504383413,0.0020424707555572,,,100057219936.0448175,0,0,0,0,,,,,0,0,,,
2015-10-13,0,17215,211787150.5064220740129075194,,,,,,,,,,,,,,0.000008450710111046197,0.00211666035336374,,,100057219936.0448175,0,0,0,0,,,,,0,0,,,
2015-10-14,0,17215,204707596.5669027418800307747,,,,,,,,,,,,,,0.00000808203565166571,0.00204590529996485,,,100057219936.0448175,0,0,0,0,,,,,0,0,,,
2015-10-15,1,16458,192272277.313570553284942149,0.0001,1.92162322155731E-7,0.0001,1.92162322155731E-7,0.0001,1.92162322155731E-7,,,,,,,,0.000007544860315604901,0.00192162322155731,,,100057219936.0447175,1,0,0,0,,,,,0,0,,,
2015-10-16,0,17242,191770002.1296604833327879909,,,,,,,,,,,,,,0.00000729474985388662,0.00191660334209003,,,100057219936.0447175,0,0,0,0,,,,,0,0,,,
2015-10-17,3,17095,198751295.3180209872921270301,0.0001,1.96190573083577E-7,0.0001,1.96190573083577E-7,0.0067,0.000013144768396599659,1248001917.4876961,449.65174701615,2448462.114013140745667344769,1248001917.4876961,2448462.114013140745667344769,,,0.000007214720541158149,0.00196190573083577,,,101305221853.5256136,67,0,0,0,,,,,0,0,,,
